,Filename,PDF Link,Title
352,6(1986).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/6%281986%29.pdf,Detection of Changes in Forest Cover of Some Forest Reserves in Pegu Yoma Area Using Sequential Aerial Photographs
353,5(1986).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/5%281986%29.pdf,A Preliminary Study on The Coppicing of Eucalyptus Camaldulensis and Eucalyptus Grandis During the First Growing Season Following Clear Cutting.
354,4(1986).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/4%281986%29.pdf,Soil-Site Requirements of Tree Species on Dryzone Adverse Sites.
355,3(1986).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3%281986%29.pdf,Species Trial for Fuelwood Production
356,2(1986).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/2%281986%29.pdf,Growth Response of Hardwood Species in Pegu Yoma Forests
357,1(1986).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%281986%29.pdf,A Preliminary Investigation of Teak [ Tectona Grandis Linn. F ] Stain and Possible Control Measures
358,9(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/9%281985%29_0.pdf,Further Observation on a Root-Borer of Young Plantation Teak in Prome Forest Division with a View to Its Control and Prevention in Pure Teak Plantations
359,8(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/8%281985%29_0.pdf,"Investigation on the Suitability of Sit, Mezali, Bawzagaing and Paukpanbyu for Charcoal Manufacture"
360,7(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/7%281985%29.pdf,Utilization of Rubberwood (Hevea brasiliensis Muell. Arg.)
361,6(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/6%281985%29.pdf,"Form Factor, Yield, Structure and Properties of Shanthabye (Eucalyptus grandis) Planted in Burma"
362,5(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/5%281985%29_0.pdf,"Anatomical, Physical and Mechanical Properties of Myaukngo [Duabanga grandiflora (Roxb.) Walp.]"
363,4(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/4%281985%29.pdf,Species Trial for Pulpwood Production
364,3(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3%281985%29.pdf,Trial Planting of Commercial Species in the East Pegu Yoma
365,2(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/2%281985%29.pdf,Study on the Substitution of Burmese Species in Place of Imported Wooden Shuttles
366,1(1985).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%281985%29.pdf,Environmental Impact of Eucalyptus plantations with Special Reference to E.camaldulensis
367,15(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/15%281984%29.pdf,Preliminary Study on Acid Stimulation Method in Oleoresin Production
368,12(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/12%281984%29.pdf,Some Physical and Chemical Properties of Dry Zone Forest Soils
369,11(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/11%281984%29.pdf,Foliar Analysis of Ten Commercially Important Burmese Species
370,10(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/10%281984%29.pdf,A Preliminary Report on the Mortality of Pinus khasya Royle in Kalaw Area
371,8(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/8%281984%29.pdf,"Physical, Mechanical and Anatomical Properties of Lein ( Terminalia pyrifolia )"
372,7(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/7%281984%29.pdf,Fuelwood Outturn Study in Dryzone
373,5(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/5%281984%29.pdf,Interim Report on Teak Provenance Trial (Seed Characteristics)
374,4(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/4%281984%29.pdf,Spacing Trial of Leucaena in Correlation with Fuelwood Production
375,3(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3%281984%29.pdf,Testing the Methods of Propagation of Bamboos
376,2(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/2%281984%29.pdf,Trial Plantation of Fast Growing Species in Pegu Yoma Forests with Particular Reference to Toungoo Forest Division
377,1(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%281984%29_0.pdf,Propagation of Padauk (Pterocarpus macrocarpus Kurz)
378,1(1984).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%281984%29.pdf,Propagation of Padauk (Pterocarpus macrocarpus Kurz)
379,12(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/12%281983%29.pdf,Further Observations on Tingis Beesoni ( Hemiptera: Tingidae) Incident on Yemane ( Gmelina arborea)
380,10(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/10%281983%29.pdf,Preliminary Observations on Trial Planting of Tropical Pines in Burma
381,9(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/9%281983%29.pdf,Control of Teak Seedling Blight
382,8(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/8%281983%29.pdf,Log Volume Estimation by Using Spline Interpolation
383,7(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/7%281983%29.pdf,The Morphological and Anatomical Characteristics of (25) Commercial Burmese Timbers (Part 1)
384,5(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/5%281983%29.pdf,Regional Studies of Bamboo Propagation
385,4(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/4%281983%29.pdf,Observations on the Effect of Some Insects on Germination of Teak Seeds
386,3(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3%281983%29.pdf,Soil- Site Relationship in Old Teak Plantations
387,2(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/2%281983%29.pdf,Studies on Planting Technique for Teak
388,1(1983).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%281983%29.pdf,Develop Teak Tissue Culture Methodology
389,20(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/20%281982%29.pdf,Optimum Subplot for the National Forest Inventory of Burma
390,19(9182).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/19%289182%29.pdf,Multivariate Statistical Analysis on Existing Forest Inventory Data
391,18(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/18%281982%29.pdf,Physical and Mechanical Properties of Leza (Lagerstroemia Tomentosa Presl.)
392,17(81-82).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/17%2881-82%29.pdf,Use of Bamboo Shingles as Low Cost Roofing Material
393,16(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/16%281982%29.pdf,Preliminary Studies on Raising Tropical Pines in the Nursery
394,15(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/15%281982%29.pdf,Some Chemical and Physical Properties of East Pegu Yoma Forest Soils
395,14(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/14%281982%29.pdf,Detrimental Effects of some Insects on Teak Fruit Yield
396,13(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/13%281982%29.pdf,Preliminary Study on Methods of Grafting Teak (Tectona Grandis Linn.) for Vegetative Propagation
397,12(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/12%281982%29.pdf,Fertilizer Experiment in Young Teak Plantation
398,11(1982).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/11%281982%29.pdf,Possible Substitute for Japanese Boxwood (Tsuge) with Similar Burmese Timbers
399,10(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/10%281981%29_0.pdf,"Investigations on the Physical and Mechanical Properties of Thadi and Tinyuest Products Research February, 1981"
400,9(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/9%281981%29_0.pdf,Aggregate Stability of East Pegu Yoma Forest Soils
401,8(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/8%281981%29_0.pdf,Treatment Response of Planted Padauk
402,7(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/7%281981%29_0.pdf,Two Insects Doing Serious Damage To Planted Yemane (Gmelina arborea) In Yezin And Moswe Areas
403,6(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/6%281981%29_0.pdf,Preliminary Studies on the Air-Seasoning Behaviour of Leza (Lagerstroemia Tomentosa)
404,5(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/5%281981%29_1.pdf,Preliminary Studies on the Air-Seasoning Behaviour of Leza (Lagerstroemia Tomentosa)
405,5(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/5%281981%29_0.pdf,Preliminary Studies on the Air-Seasoning Behaviour of Leza (Lagerstroemia Tomentosa)
406,4(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/4%281981%29_0.pdf,Preliminary Studies on the Air-Seasoning Behaviour of Leza (Lagerstroemia Tomentosa)
407,3(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3%2879-80%29_1.pdf,Preliminary Studies on the Air-Seasoning Behaviour of Leza (Lagerstroemia Tomentosa)
408,3(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3%2879-80%29_0.pdf,Silvical Characteristics and Nursery Practice of Some High Value Species
409,2(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/2%2879-80%29_0.pdf,Silvical Characteristics and Nursery Practice of Some High Value Species
410,1(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%2879-80%29_0.pdf,Evaluation of Regional Yield of Planted Teak in Prome Forest Division
411,1(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%2879-80%29_0.pdf,Preliminary Evaluation of Yield and Commercial Possibilities of Sun-let-the (Caesalpinia digyna Rottl) Plantation for Tannin Production
412,10(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/10%281981%29.pdf,Preliminary Evaluation of Yield and Commercial Possibilities of Sun-let-the (Caesalpinia digyna Rottl) Plantation for Tannin Production
413,9(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/9%281981%29.pdf,Observations on A Root-Borer of Young Plantation Teak in Prome Forest Division
414,8(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/8%281981%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1981)
415,7(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/7%281981%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1981)
416,6(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/6%281981%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1981)
417,5(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/5%281981%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1981)
418,4(1981).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/4%281981%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1981)
419,3(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3%2879-80%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1980)
420,2(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/2%2879-80%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1980)
421,1(79-80).pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/1%2879-80%29.pdf,သစ်တောသုတေသန စာတမ်းများ(1980)
422,man-451.pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/man-451_0.pdf,မြန်မာ့သစ်တောသုတေသနစာတမ်းများ
423,man-451.pdf,https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/man-451.pdf,သစ်တောသုတေသနစာတမ်းများ
